venta_id,fecha,vendedor_id,cliente,producto,categoria,cantidad,precio_unitario,total_venta,zona,canal
3436,2024-03-28,49,Cliente_0068,Mouse Inalámbrico,Tecnología,3,76.58,229.74,Callao,E-commerce
3437,2024-03-17,45,Cliente_0009,Teléfono IP,Tecnología,11,398.86,4387.46,Lima Este,E-commerce
3438,2024-03-04,10,Cliente_0124,Pizarra Acrílica,Oficina,7,94.57,661.99,Lima Centro,Distribuidor
3439,2024-03-13,12,Cliente_0061,"Laptop HP 15""",Tecnología,11,2649.02,29139.22,Provincias,Teléfono
3440,2024-03-09,19,Cliente_0107,Headset Logitech,Tecnología,7,209.18,1464.26,Lima Sur,Directo
3441,2024-03-18,34,Cliente_0083,Webcam Logitech,Tecnología,11,178.53,1963.83,Provincias,Distribuidor
3442,2024-03-12,34,Cliente_0082,Mouse Inalámbrico,Tecnología,12,96.45,1157.4,Provincias,Distribuidor
3443,2024-03-24,33,Cliente_0078,"Laptop HP 15""",Tecnología,13,2638.64,34302.32,Lima Centro,Distribuidor
3444,2024-03-02,45,Cliente_0067,Webcam Logitech,Tecnología,8,189.52,1516.16,Lima Este,E-commerce
3445,2024-03-04,46,Cliente_0114,Cartucho Tinta Negro,Oficina,11,46.11,507.21,Lima Este,Teléfono
3446,2024-03-18,28,Cliente_0118,Proyector Benq,Tecnología,9,1841.47,16573.23,Lima Este,E-commerce
3447,2024-03-13,32,Cliente_0016,"Monitor LG 24""",Tecnología,5,626.51,3132.55,Provincias,Directo
3448,2024-03-17,28,Cliente_0155,Archivador Metálico,Muebles,1,398.42,398.42,Lima Este,E-commerce
3449,2024-03-21,48,Cliente_0178,"Monitor LG 24""",Tecnología,13,722.98,9398.74,Provincias,E-commerce
3450,2024-03-21,37,Cliente_0046,UPS 1000VA,Tecnología,15,414.64,6219.6,Lima Norte,E-commerce
3451,2024-03-16,35,Cliente_0008,Teclado Mecánico,Tecnología,5,182.44,912.2,Provincias,Teléfono
3452,2024-03-18,1,Cliente_0118,"Laptop HP 15""",Tecnología,3,2626.91,7880.73,Lima Centro,E-commerce
3453,2024-03-10,11,Cliente_0142,UPS 1000VA,Tecnología,4,447.82,1791.28,Lima Sur,Distribuidor
3454,2024-03-19,21,Cliente_0163,Silla Ergonómica,Muebles,10,956.39,9563.9,Lima Centro,Directo
3455,2024-03-20,30,Cliente_0152,Webcam Logitech,Tecnología,11,178.37,1962.07,Lima Norte,E-commerce
3456,2024-03-02,29,Cliente_0115,Teclado Mecánico,Tecnología,4,163.39,653.56,Lima Sur,E-commerce
3457,2024-03-13,44,Cliente_0191,Archivador Metálico,Muebles,1,412.34,412.34,Lima Sur,Directo
3458,2024-03-28,19,Cliente_0119,Tablet Samsung,Tecnología,9,736.08,6624.72,Lima Sur,Directo
3459,2024-03-01,15,Cliente_0173,Headset Logitech,Tecnología,2,205.17,410.34,Lima Centro,Teléfono
3460,2024-03-25,3,Cliente_0050,Cartucho Tinta Negro,Oficina,1,50.65,50.65,Lima Este,Distribuidor
3461,2024-03-08,25,Cliente_0037,"Laptop HP 15""",Tecnología,6,3069.24,18415.44,Callao,E-commerce
3462,2024-03-16,50,Cliente_0071,UPS 1000VA,Tecnología,10,386.23,3862.3,Lima Sur,Distribuidor
3463,2024-03-10,35,Cliente_0197,Papel A4 x500,Oficina,5,21.99,109.95,Provincias,Teléfono
3464,2024-03-26,45,Cliente_0048,Cartucho Tinta Negro,Oficina,5,43.54,217.7,Lima Este,E-commerce
3465,2024-03-08,16,Cliente_0053,Archivador Metálico,Muebles,14,421.98,5907.72,Lima Sur,Distribuidor
3466,2024-03-18,38,Cliente_0032,Archivador Metálico,Muebles,13,346.0,4498.0,Callao,Teléfono
3467,2024-03-08,26,Cliente_0175,Router WiFi 6,Tecnología,5,344.23,1721.15,Lima Centro,E-commerce
3468,2024-03-05,26,Cliente_0188,Disco Externo 1TB,Tecnología,2,319.68,639.36,Lima Centro,E-commerce
3469,2024-03-27,17,Cliente_0096,Proyector Benq,Tecnología,2,1963.97,3927.94,Lima Sur,E-commerce
3470,2024-03-21,50,Cliente_0175,Pizarra Acrílica,Oficina,3,104.4,313.2,Lima Sur,Distribuidor
3471,2024-03-11,23,Cliente_0060,Webcam Logitech,Tecnología,11,211.51,2326.61,Callao,Teléfono
3472,2024-03-14,25,Cliente_0074,Teclado Mecánico,Tecnología,7,178.26,1247.82,Callao,E-commerce
3473,2024-03-28,30,Cliente_0032,Silla Ergonómica,Muebles,15,913.91,13708.65,Lima Norte,E-commerce
3474,2024-03-14,37,Cliente_0159,Mouse Inalámbrico,Tecnología,1,76.8,76.8,Lima Norte,E-commerce
3475,2024-03-23,17,Cliente_0074,UPS 1000VA,Tecnología,14,423.9,5934.6,Lima Sur,E-commerce
3476,2024-03-02,44,Cliente_0129,Cartucho Tinta Negro,Oficina,2,47.78,95.56,Lima Sur,Directo
3477,2024-03-18,30,Cliente_0108,Silla Ergonómica,Muebles,8,1067.7,8541.6,Lima Norte,E-commerce
3478,2024-03-21,30,Cliente_0133,Silla Ergonómica,Muebles,5,903.77,4518.85,Lima Norte,E-commerce
3479,2024-03-07,18,Cliente_0125,Teléfono IP,Tecnología,9,371.74,3345.66,Provincias,Directo
3480,2024-03-17,31,Cliente_0151,Silla Ergonómica,Muebles,6,965.29,5791.74,Lima Sur,Distribuidor
3481,2024-03-07,28,Cliente_0120,Headset Logitech,Tecnología,11,205.78,2263.58,Lima Este,E-commerce
3482,2024-03-22,25,Cliente_0107,Archivador Metálico,Muebles,8,422.99,3383.92,Callao,E-commerce
3483,2024-03-20,20,Cliente_0026,Teléfono IP,Tecnología,3,355.78,1067.34,Lima Centro,Distribuidor
3484,2024-03-14,14,Cliente_0123,Tablet Samsung,Tecnología,2,685.29,1370.58,Provincias,Teléfono
3485,2024-03-20,22,Cliente_0033,Disco Externo 1TB,Tecnología,6,296.87,1781.22,Lima Centro,E-commerce
3486,2024-03-20,5,Cliente_0150,Impresora Epson,Oficina,2,434.2,868.4,Provincias,Distribuidor
3487,2024-03-01,36,Cliente_0044,Cartucho Tinta Negro,Oficina,8,47.49,379.92,Lima Este,E-commerce
3488,2024-03-28,14,Cliente_0160,Teclado Mecánico,Tecnología,2,189.27,378.54,Provincias,Teléfono
3489,2024-03-28,11,Cliente_0057,Disco Externo 1TB,Tecnología,5,283.75,1418.75,Lima Sur,Distribuidor
3490,2024-03-15,29,Cliente_0155,"Monitor LG 24""",Tecnología,13,619.22,8049.86,Lima Sur,E-commerce
3491,2024-03-04,25,Cliente_0033,Headset Logitech,Tecnología,12,244.83,2937.96,Callao,E-commerce
3492,2024-03-18,25,Cliente_0138,Webcam Logitech,Tecnología,11,187.89,2066.79,Callao,E-commerce
3493,2024-03-22,21,Cliente_0007,Papel A4 x500,Oficina,6,24.38,146.28,Lima Centro,Directo
3494,2024-03-08,40,Cliente_0161,Archivador Metálico,Muebles,6,343.37,2060.22,Lima Norte,Distribuidor
3495,2024-03-16,42,Cliente_0037,Archivador Metálico,Muebles,6,359.48,2156.88,Lima Centro,Teléfono
3496,2024-03-04,21,Cliente_0090,Tablet Samsung,Tecnología,6,778.58,4671.48,Lima Centro,Directo
3497,2024-03-19,43,Cliente_0070,UPS 1000VA,Tecnología,7,439.66,3077.62,Callao,Teléfono
3498,2024-03-04,9,Cliente_0026,Headset Logitech,Tecnología,7,219.22,1534.54,Lima Norte,Distribuidor
3499,2024-03-23,29,Cliente_0177,Proyector Benq,Tecnología,3,1964.71,5894.13,Lima Sur,E-commerce
3500,2024-03-25,34,Cliente_0172,Silla Ergonómica,Muebles,10,1025.31,10253.1,Provincias,Distribuidor
3501,2024-03-22,20,Cliente_0065,Proyector Benq,Tecnología,12,1756.46,21077.52,Lima Centro,Distribuidor
3502,2024-03-08,40,Cliente_0068,Papel A4 x500,Oficina,11,22.85,251.35,Lima Norte,Distribuidor
3503,2024-03-25,42,Cliente_0176,Headset Logitech,Tecnología,6,237.12,1422.72,Lima Centro,Teléfono
3504,2024-03-04,33,Cliente_0102,Disco Externo 1TB,Tecnología,3,281.59,844.77,Lima Centro,Distribuidor
3505,2024-03-02,44,Cliente_0043,Folder Manila x50,Oficina,2,16.58,33.16,Lima Sur,Directo
3506,2024-03-02,27,Cliente_0020,Teclado Mecánico,Tecnología,4,178.89,715.56,Lima Centro,Teléfono
3507,2024-03-19,49,Cliente_0069,Impresora Epson,Oficina,12,549.3,6591.6,Callao,E-commerce
3508,2024-03-21,19,Cliente_0016,Mouse Inalámbrico,Tecnología,11,95.68,1052.48,Lima Sur,Directo
3509,2024-03-04,37,Cliente_0124,UPS 1000VA,Tecnología,4,416.69,1666.76,Lima Norte,E-commerce
3510,2024-03-12,24,Cliente_0082,Tablet Samsung,Tecnología,5,845.48,4227.4,Lima Sur,Teléfono
3511,2024-03-21,5,Cliente_0181,Mouse Inalámbrico,Tecnología,6,80.06,480.36,Provincias,Distribuidor
3512,2024-03-10,27,Cliente_0186,Teléfono IP,Tecnología,14,362.38,5073.32,Lima Centro,Teléfono
3513,2024-03-28,6,Cliente_0136,"Laptop HP 15""",Tecnología,9,2691.41,24222.69,Lima Centro,Teléfono
3514,2024-03-16,50,Cliente_0067,Mouse Inalámbrico,Tecnología,11,92.26,1014.86,Lima Sur,Distribuidor
3515,2024-03-26,22,Cliente_0035,Mouse Inalámbrico,Tecnología,6,82.09,492.54,Lima Centro,E-commerce
3516,2024-03-08,29,Cliente_0083,UPS 1000VA,Tecnología,7,456.3,3194.1,Lima Sur,E-commerce
3517,2024-03-06,50,Cliente_0012,Impresora Epson,Oficina,2,522.05,1044.1,Lima Sur,Distribuidor
3518,2024-03-25,47,Cliente_0066,Impresora Epson,Oficina,14,449.1,6287.4,Lima Este,Teléfono
3519,2024-03-01,22,Cliente_0006,Escritorio Standing,Muebles,1,1194.54,1194.54,Lima Centro,E-commerce
3520,2024-03-28,38,Cliente_0183,Papel A4 x500,Oficina,1,23.37,23.37,Callao,Teléfono
3521,2024-03-25,39,Cliente_0008,Papel A4 x500,Oficina,10,23.52,235.2,Lima Sur,Directo
3522,2024-03-04,38,Cliente_0083,Papel A4 x500,Oficina,11,24.36,267.96,Callao,Teléfono
3523,2024-03-10,47,Cliente_0174,Cartucho Tinta Negro,Oficina,9,49.45,445.05,Lima Este,Teléfono
3524,2024-03-15,43,Cliente_0025,Pizarra Acrílica,Oficina,15,96.16,1442.4,Callao,Teléfono
3525,2024-03-01,11,Cliente_0085,Papel A4 x500,Oficina,8,23.98,191.84,Lima Sur,Distribuidor
3526,2024-03-09,16,Cliente_0104,"Monitor LG 24""",Tecnología,7,693.66,4855.62,Lima Sur,Distribuidor
3527,2024-03-15,29,Cliente_0024,"Laptop HP 15""",Tecnología,15,3112.8,46692.0,Lima Sur,E-commerce
3528,2024-03-24,41,Cliente_0162,Papel A4 x500,Oficina,9,22.98,206.82,Lima Sur,Distribuidor
3529,2024-03-13,36,Cliente_0186,Cartucho Tinta Negro,Oficina,11,48.51,533.61,Lima Este,E-commerce
3530,2024-03-12,46,Cliente_0023,Folder Manila x50,Oficina,12,19.34,232.08,Lima Este,Teléfono
3531,2024-03-15,14,Cliente_0193,Impresora Epson,Oficina,5,530.81,2654.05,Provincias,Teléfono
3532,2024-03-24,22,Cliente_0054,Escritorio Standing,Muebles,11,1258.18,13839.98,Lima Centro,E-commerce
3533,2024-03-21,17,Cliente_0184,Silla Ergonómica,Muebles,7,959.35,6715.45,Lima Sur,E-commerce
3534,2024-03-14,41,Cliente_0108,"Laptop HP 15""",Tecnología,4,2984.02,11936.08,Lima Sur,Distribuidor
3535,2024-03-11,48,Cliente_0027,Impresora Epson,Oficina,9,504.12,4537.08,Provincias,E-commerce
3536,2024-03-07,17,Cliente_0006,Impresora Epson,Oficina,2,530.69,1061.38,Lima Sur,E-commerce
3537,2024-03-04,8,Cliente_0013,Silla Ergonómica,Muebles,13,1015.06,13195.78,Lima Centro,E-commerce
3538,2024-03-22,22,Cliente_0104,Cartucho Tinta Negro,Oficina,13,47.26,614.38,Lima Centro,E-commerce
3539,2024-03-03,18,Cliente_0071,Cartucho Tinta Negro,Oficina,1,40.94,40.94,Provincias,Directo
3540,2024-03-25,22,Cliente_0057,Papel A4 x500,Oficina,6,24.01,144.06,Lima Centro,E-commerce
3541,2024-03-11,15,Cliente_0041,Archivador Metálico,Muebles,9,396.68,3570.12,Lima Centro,Teléfono
3542,2024-03-15,45,Cliente_0022,Folder Manila x50,Oficina,7,17.84,124.88,Lima Este,E-commerce
3543,2024-03-03,7,Cliente_0058,Headset Logitech,Tecnología,15,243.18,3647.7,Lima Sur,Directo
3544,2024-03-18,17,Cliente_0190,Disco Externo 1TB,Tecnología,9,308.39,2775.51,Lima Sur,E-commerce
3545,2024-03-28,20,Cliente_0083,Impresora Epson,Oficina,14,529.01,7406.14,Lima Centro,Distribuidor
3546,2024-03-23,2,Cliente_0002,"Laptop HP 15""",Tecnología,2,2940.36,5880.72,Lima Sur,Directo
3547,2024-03-14,44,Cliente_0027,Impresora Epson,Oficina,14,538.18,7534.52,Lima Sur,Directo
3548,2024-03-08,21,Cliente_0141,Silla Ergonómica,Muebles,4,874.44,3497.76,Lima Centro,Directo
3549,2024-03-03,12,Cliente_0146,UPS 1000VA,Tecnología,15,455.9,6838.5,Provincias,Teléfono
3550,2024-03-06,45,Cliente_0082,Disco Externo 1TB,Tecnología,11,302.04,3322.44,Lima Este,E-commerce
3551,2024-03-24,26,Cliente_0006,Silla Ergonómica,Muebles,3,931.85,2795.55,Lima Centro,E-commerce
3552,2024-03-02,35,Cliente_0180,Headset Logitech,Tecnología,6,213.32,1279.92,Provincias,Teléfono
3553,2024-03-04,31,Cliente_0091,Silla Ergonómica,Muebles,10,1011.77,10117.7,Lima Sur,Distribuidor
3554,2024-03-10,7,Cliente_0099,Teclado Mecánico,Tecnología,11,179.68,1976.48,Lima Sur,Directo
3555,2024-03-28,18,Cliente_0118,"Monitor LG 24""",Tecnología,15,592.95,8894.25,Provincias,Directo
3556,2024-03-18,35,Cliente_0197,Tablet Samsung,Tecnología,11,703.11,7734.21,Provincias,Teléfono
3557,2024-03-27,5,Cliente_0184,Router WiFi 6,Tecnología,13,310.47,4036.11,Provincias,Distribuidor
3558,2024-03-17,7,Cliente_0174,Router WiFi 6,Tecnología,8,312.44,2499.52,Lima Sur,Directo
3559,2024-03-27,46,Cliente_0041,Impresora Epson,Oficina,10,438.8,4388.0,Lima Este,Teléfono
3560,2024-03-22,1,Cliente_0021,Papel A4 x500,Oficina,13,20.49,266.37,Lima Centro,E-commerce
3561,2024-03-04,36,Cliente_0156,Tablet Samsung,Tecnología,6,721.59,4329.54,Lima Este,E-commerce
3562,2024-03-15,16,Cliente_0053,Router WiFi 6,Tecnología,7,348.5,2439.5,Lima Sur,Distribuidor
3563,2024-03-09,24,Cliente_0106,Teclado Mecánico,Tecnología,15,202.34,3035.1,Lima Sur,Teléfono
3564,2024-03-04,13,Cliente_0110,Cartucho Tinta Negro,Oficina,5,43.02,215.1,Callao,Teléfono
3565,2024-03-17,38,Cliente_0176,Teclado Mecánico,Tecnología,2,170.19,340.38,Callao,Teléfono
3566,2024-03-14,48,Cliente_0107,Impresora Epson,Oficina,15,518.58,7778.7,Provincias,E-commerce
3567,2024-03-09,9,Cliente_0178,Tablet Samsung,Tecnología,4,861.31,3445.24,Lima Norte,Distribuidor
3568,2024-03-27,4,Cliente_0056,Teclado Mecánico,Tecnología,8,181.16,1449.28,Lima Sur,Directo
3569,2024-03-16,16,Cliente_0112,Teclado Mecánico,Tecnología,4,199.35,797.4,Lima Sur,Distribuidor
3570,2024-03-12,41,Cliente_0099,Headset Logitech,Tecnología,15,210.93,3163.95,Lima Sur,Distribuidor
3571,2024-03-22,7,Cliente_0050,Teléfono IP,Tecnología,10,379.61,3796.1,Lima Sur,Directo
3572,2024-03-08,29,Cliente_0016,Cartucho Tinta Negro,Oficina,15,50.8,762.0,Lima Sur,E-commerce
3573,2024-03-10,18,Cliente_0181,Papel A4 x500,Oficina,15,20.31,304.65,Provincias,Directo
3574,2024-03-18,15,Cliente_0031,"Laptop HP 15""",Tecnología,8,2930.9,23447.2,Lima Centro,Teléfono
3575,2024-03-21,8,Cliente_0030,Teléfono IP,Tecnología,11,379.63,4175.93,Lima Centro,E-commerce
3576,2024-03-28,46,Cliente_0075,Papel A4 x500,Oficina,3,25.04,75.12,Lima Este,Teléfono
3577,2024-03-15,29,Cliente_0077,Escritorio Standing,Muebles,15,1208.28,18124.2,Lima Sur,E-commerce
3578,2024-03-21,18,Cliente_0016,Headset Logitech,Tecnología,11,221.03,2431.33,Provincias,Directo
3579,2024-03-14,6,Cliente_0136,Tablet Samsung,Tecnología,1,830.77,830.77,Lima Centro,Teléfono
3580,2024-03-08,43,Cliente_0023,Impresora Epson,Oficina,11,446.77,4914.47,Callao,Teléfono
3581,2024-03-22,4,Cliente_0015,Router WiFi 6,Tecnología,6,330.01,1980.06,Lima Sur,Directo
3582,2024-03-09,20,Cliente_0016,Disco Externo 1TB,Tecnología,7,258.05,1806.35,Lima Centro,Distribuidor
3583,2024-03-08,22,Cliente_0084,UPS 1000VA,Tecnología,11,416.17,4577.87,Lima Centro,E-commerce
3584,2024-03-27,13,Cliente_0154,"Laptop HP 15""",Tecnología,1,3120.56,3120.56,Callao,Teléfono
3585,2024-03-08,46,Cliente_0200,Silla Ergonómica,Muebles,8,994.87,7958.96,Lima Este,Teléfono
3586,2024-03-01,34,Cliente_0125,"Laptop HP 15""",Tecnología,4,3218.0,12872.0,Provincias,Distribuidor
3587,2024-03-25,46,Cliente_0004,Pizarra Acrílica,Oficina,15,106.15,1592.25,Lima Este,Teléfono
3588,2024-03-13,40,Cliente_0049,Disco Externo 1TB,Tecnología,11,258.01,2838.11,Lima Norte,Distribuidor
3589,2024-03-21,33,Cliente_0100,Proyector Benq,Tecnología,10,2080.5,20805.0,Lima Centro,Distribuidor
3590,2024-03-06,45,Cliente_0099,Proyector Benq,Tecnología,3,2027.7,6083.1,Lima Este,E-commerce
3591,2024-03-28,37,Cliente_0138,Folder Manila x50,Oficina,12,19.34,232.08,Lima Norte,E-commerce
3592,2024-03-14,44,Cliente_0054,UPS 1000VA,Tecnología,11,459.98,5059.78,Lima Sur,Directo
3593,2024-03-05,32,Cliente_0036,"Laptop HP 15""",Tecnología,3,2749.07,8247.21,Provincias,Directo
3594,2024-03-01,21,Cliente_0195,Disco Externo 1TB,Tecnología,9,312.96,2816.64,Lima Centro,Directo
3595,2024-03-07,5,Cliente_0019,Router WiFi 6,Tecnología,14,306.48,4290.72,Provincias,Distribuidor
3596,2024-03-18,15,Cliente_0028,Headset Logitech,Tecnología,11,229.63,2525.93,Lima Centro,Teléfono
3597,2024-03-18,43,Cliente_0049,Escritorio Standing,Muebles,13,1133.37,14733.81,Callao,Teléfono
3598,2024-03-22,45,Cliente_0009,Cartucho Tinta Negro,Oficina,4,48.47,193.88,Lima Este,E-commerce
3599,2024-03-12,46,Cliente_0104,Teléfono IP,Tecnología,5,332.37,1661.85,Lima Este,Teléfono
3600,2024-03-09,47,Cliente_0060,Escritorio Standing,Muebles,10,1344.1,13441.0,Lima Este,Teléfono
3601,2024-03-26,41,Cliente_0185,Escritorio Standing,Muebles,3,1347.02,4041.06,Lima Sur,Distribuidor
3602,2024-03-06,16,Cliente_0108,Teclado Mecánico,Tecnología,6,193.54,1161.24,Lima Sur,Distribuidor
3603,2024-03-10,5,Cliente_0003,Folder Manila x50,Oficina,3,20.14,60.42,Provincias,Distribuidor
3604,2024-03-11,23,Cliente_0159,Disco Externo 1TB,Tecnología,8,264.41,2115.28,Callao,Teléfono
3605,2024-03-20,43,Cliente_0027,Teclado Mecánico,Tecnología,3,191.55,574.65,Callao,Teléfono
3606,2024-03-13,35,Cliente_0166,Folder Manila x50,Oficina,7,18.52,129.64,Provincias,Teléfono
3607,2024-03-09,45,Cliente_0094,"Laptop HP 15""",Tecnología,12,3056.99,36683.88,Lima Este,E-commerce
3608,2024-03-24,23,Cliente_0127,Escritorio Standing,Muebles,10,1361.0,13610.0,Callao,Teléfono
3609,2024-03-26,47,Cliente_0012,"Laptop HP 15""",Tecnología,8,3067.08,24536.64,Lima Este,Teléfono
3610,2024-03-11,50,Cliente_0184,Pizarra Acrílica,Oficina,6,94.55,567.3,Lima Sur,Distribuidor
3611,2024-03-27,14,Cliente_0174,"Laptop HP 15""",Tecnología,10,3160.8,31608.0,Provincias,Teléfono
3612,2024-03-13,18,Cliente_0187,Escritorio Standing,Muebles,3,1144.74,3434.22,Provincias,Directo
3613,2024-03-04,11,Cliente_0094,UPS 1000VA,Tecnología,8,392.31,3138.48,Lima Sur,Distribuidor
3614,2024-03-02,34,Cliente_0194,Impresora Epson,Oficina,9,490.68,4416.12,Provincias,Distribuidor
3615,2024-03-21,10,Cliente_0045,Webcam Logitech,Tecnología,5,190.07,950.35,Lima Centro,Distribuidor
3616,2024-03-22,50,Cliente_0146,Silla Ergonómica,Muebles,7,1077.55,7542.85,Lima Sur,Distribuidor
3617,2024-03-21,14,Cliente_0127,UPS 1000VA,Tecnología,4,379.78,1519.12,Provincias,Teléfono
3618,2024-03-24,5,Cliente_0126,Escritorio Standing,Muebles,13,1081.07,14053.91,Provincias,Distribuidor
3619,2024-03-08,22,Cliente_0066,Escritorio Standing,Muebles,7,1086.93,7608.51,Lima Centro,E-commerce
3620,2024-03-11,27,Cliente_0126,Teléfono IP,Tecnología,4,349.22,1396.88,Lima Centro,Teléfono
3621,2024-03-10,47,Cliente_0079,Folder Manila x50,Oficina,6,19.81,118.86,Lima Este,Teléfono
3622,2024-03-07,40,Cliente_0036,Archivador Metálico,Muebles,12,349.84,4198.08,Lima Norte,Distribuidor
3623,2024-03-14,39,Cliente_0198,Tablet Samsung,Tecnología,4,756.9,3027.6,Lima Sur,Directo
3624,2024-03-20,22,Cliente_0083,Teléfono IP,Tecnología,8,385.76,3086.08,Lima Centro,E-commerce
3625,2024-03-18,14,Cliente_0183,Folder Manila x50,Oficina,13,20.12,261.56,Provincias,Teléfono
3626,2024-03-25,37,Cliente_0066,Escritorio Standing,Muebles,5,1254.81,6274.05,Lima Norte,E-commerce
3627,2024-03-15,8,Cliente_0177,Headset Logitech,Tecnología,1,251.04,251.04,Lima Centro,E-commerce
3628,2024-03-16,33,Cliente_0183,Escritorio Standing,Muebles,12,1265.55,15186.6,Lima Centro,Distribuidor
3629,2024-03-22,28,Cliente_0140,"Monitor LG 24""",Tecnología,4,641.02,2564.08,Lima Este,E-commerce
3630,2024-03-03,49,Cliente_0033,Teléfono IP,Tecnología,7,345.09,2415.63,Callao,E-commerce
3631,2024-04-12,9,Cliente_0056,Tablet Samsung,Tecnología,10,824.61,8246.1,Lima Norte,Distribuidor
3632,2024-04-28,49,Cliente_0187,Cartucho Tinta Negro,Oficina,15,44.5,667.5,Callao,E-commerce
3633,2024-04-21,44,Cliente_0122,Impresora Epson,Oficina,10,512.64,5126.4,Lima Sur,Directo
3634,2024-04-14,18,Cliente_0055,Teléfono IP,Tecnología,11,319.66,3516.26,Provincias,Directo
3635,2024-04-03,46,Cliente_0166,Router WiFi 6,Tecnología,15,301.85,4527.75,Lima Este,Teléfono
3636,2024-04-04,21,Cliente_0033,Proyector Benq,Tecnología,12,1851.12,22213.44,Lima Centro,Directo
3637,2024-04-15,46,Cliente_0102,Folder Manila x50,Oficina,14,20.66,289.24,Lima Este,Teléfono
3638,2024-04-09,27,Cliente_0171,Pizarra Acrílica,Oficina,15,99.94,1499.1,Lima Centro,Teléfono
3639,2024-04-06,5,Cliente_0137,Archivador Metálico,Muebles,1,383.68,383.68,Provincias,Distribuidor
3640,2024-04-16,3,Cliente_0115,Teléfono IP,Tecnología,12,395.37,4744.44,Lima Este,Distribuidor
3641,2024-04-27,21,Cliente_0115,Papel A4 x500,Oficina,7,21.07,147.49,Lima Centro,Directo
3642,2024-04-12,41,Cliente_0119,Pizarra Acrílica,Oficina,10,104.89,1048.9,Lima Sur,Distribuidor
3643,2024-04-24,23,Cliente_0090,Folder Manila x50,Oficina,6,17.74,106.44,Callao,Teléfono
3644,2024-04-17,38,Cliente_0109,Tablet Samsung,Tecnología,11,839.26,9231.86,Callao,Teléfono
3645,2024-04-06,19,Cliente_0059,Cartucho Tinta Negro,Oficina,2,45.05,90.1,Lima Sur,Directo
3646,2024-04-11,17,Cliente_0192,UPS 1000VA,Tecnología,12,425.39,5104.68,Lima Sur,E-commerce
3647,2024-04-22,19,Cliente_0145,Escritorio Standing,Muebles,4,1264.68,5058.72,Lima Sur,Directo
3648,2024-04-16,33,Cliente_0051,Papel A4 x500,Oficina,7,24.81,173.67,Lima Centro,Distribuidor
3649,2024-04-16,18,Cliente_0108,"Monitor LG 24""",Tecnología,8,608.19,4865.52,Provincias,Directo
3650,2024-04-03,49,Cliente_0077,Pizarra Acrílica,Oficina,1,86.83,86.83,Callao,E-commerce
3651,2024-04-11,35,Cliente_0059,Archivador Metálico,Muebles,8,369.01,2952.08,Provincias,Teléfono
3652,2024-04-26,43,Cliente_0124,Silla Ergonómica,Muebles,6,1065.22,6391.32,Callao,Teléfono
3653,2024-04-19,22,Cliente_0163,UPS 1000VA,Tecnología,7,462.25,3235.75,Lima Centro,E-commerce
3654,2024-04-03,39,Cliente_0100,"Monitor LG 24""",Tecnología,13,729.56,9484.28,Lima Sur,Directo
3655,2024-04-19,15,Cliente_0145,Router WiFi 6,Tecnología,3,362.68,1088.04,Lima Centro,Teléfono
3656,2024-04-26,35,Cliente_0191,Router WiFi 6,Tecnología,4,322.55,1290.2,Provincias,Teléfono
3657,2024-04-12,48,Cliente_0004,Silla Ergonómica,Muebles,9,1062.82,9565.38,Provincias,E-commerce
3658,2024-04-26,45,Cliente_0141,UPS 1000VA,Tecnología,6,471.53,2829.18,Lima Este,E-commerce
3659,2024-04-25,29,Cliente_0199,Proyector Benq,Tecnología,11,2110.78,23218.58,Lima Sur,E-commerce
3660,2024-04-12,3,Cliente_0191,Proyector Benq,Tecnología,9,1988.21,17893.89,Lima Este,Distribuidor
3661,2024-04-05,44,Cliente_0125,Pizarra Acrílica,Oficina,7,92.79,649.53,Lima Sur,Directo
3662,2024-04-28,27,Cliente_0030,Teclado Mecánico,Tecnología,14,179.37,2511.18,Lima Centro,Teléfono
3663,2024-04-05,33,Cliente_0108,Teléfono IP,Tecnología,10,332.48,3324.8,Lima Centro,Distribuidor
3664,2024-04-15,45,Cliente_0082,"Laptop HP 15""",Tecnología,6,2808.9,16853.4,Lima Este,E-commerce
3665,2024-04-20,30,Cliente_0056,Teclado Mecánico,Tecnología,6,186.4,1118.4,Lima Norte,E-commerce
3666,2024-04-25,16,Cliente_0091,Folder Manila x50,Oficina,14,17.1,239.4,Lima Sur,Distribuidor
3667,2024-04-16,41,Cliente_0008,Papel A4 x500,Oficina,14,23.41,327.74,Lima Sur,Distribuidor
3668,2024-04-11,33,Cliente_0143,Impresora Epson,Oficina,13,487.22,6333.86,Lima Centro,Distribuidor
3669,2024-04-12,36,Cliente_0138,Router WiFi 6,Tecnología,6,333.4,2000.4,Lima Este,E-commerce
3670,2024-04-26,32,Cliente_0024,Impresora Epson,Oficina,11,531.8,5849.8,Provincias,Directo
3671,2024-04-18,30,Cliente_0138,Impresora Epson,Oficina,10,514.76,5147.6,Lima Norte,E-commerce
3672,2024-04-28,7,Cliente_0195,Mouse Inalámbrico,Tecnología,7,81.44,570.08,Lima Sur,Directo
3673,2024-04-26,37,Cliente_0053,Pizarra Acrílica,Oficina,3,104.56,313.68,Lima Norte,E-commerce
3674,2024-04-02,4,Cliente_0060,Papel A4 x500,Oficina,1,24.18,24.18,Lima Sur,Directo
